0,0,0,0.222617,0.22334,0.00331972,100,
41,41,41,0.314498,0.330999,7.14009,100,
41,0,0,0.68409,0.313909,1.80717,100,
0,41,0,0.247958,0.715323,5.43673,100,
0,0,41,0.13513,0.0513088,0.471626,100,
47,47,47,0.315069,0.330743,9.61729,100,
47,0,0,0.684518,0.314061,2.43691,100,
0,47,0,0.247886,0.715392,7.28832,100,
0,0,47,0.135203,0.0511789,0.632886,100,
52,52,52,0.314541,0.330942,11.8882,100,
52,0,0,0.68464,0.314247,2.99218,100,
0,52,0,0.24779,0.715494,8.99632,100,
0,0,52,0.13509,0.0512871,0.783046,100,
54,54,54,0.315302,0.330886,12.7781,100,
54,0,0,0.68469,0.314302,3.24547,100,
0,54,0,0.247532,0.71565,9.65298,100,
0,0,54,0.135218,0.0511065,0.841566,100,
56,56,56,0.315508,0.331433,13.812,100,
56,0,0,0.684638,0.314441,3.4943,100,
0,56,0,0.247862,0.715425,10.4478,100,
0,0,56,0.135164,0.0511599,0.906111,100,
57,57,57,0.315504,0.331987,14.3132,100,
57,0,0,0.684756,0.314369,3.63348,100,
0,57,0,0.247626,0.715589,10.8429,100,
0,0,57,0.135067,0.0512802,0.9379,100,
62,62,62,0.314582,0.331345,17.0622,100,
62,0,0,0.684788,0.314509,4.30235,100,
0,62,0,0.247551,0.715633,12.8464,100,
0,0,62,0.135141,0.0512123,1.11421,100,
66,66,66,0.314807,0.332275,19.6038,100,
66,0,0,0.684793,0.314296,4.92767,100,
0,66,0,0.247584,0.715542,14.7708,100,
0,0,66,0.13507,0.0512042,1.27777,100,
67,67,67,0.314704,0.331826,20.195,100,
67,0,0,0.684718,0.314404,5.07984,100,
0,67,0,0.247362,0.715717,15.209,100,
0,0,67,0.13499,0.0512777,1.31834,100,
70,70,70,0.314597,0.331252,22.1596,100,
70,0,0,0.684808,0.314417,5.59232,100,
0,70,0,0.247113,0.715927,16.6885,100,
0,0,70,0.135105,0.0511875,1.45255,100,
72,72,72,0.315088,0.33203,23.6107,100,
72,0,0,0.684727,0.314562,5.97897,100,
0,72,0,0.247601,0.715516,17.8441,100,
0,0,72,0.135209,0.0511259,1.54644,100,
84,84,84,0.314843,0.331428,33.6697,100,
84,0,0,0.684855,0.314714,8.48479,100,
0,84,0,0.246812,0.716174,25.1257,100,
0,0,84,0.135262,0.0510216,2.18566,100,
92,92,92,0.314906,0.331397,41.2483,100,
92,0,0,0.684885,0.314748,10.4339,100,
0,92,0,0.247186,0.715855,30.8619,100,
0,0,92,0.135227,0.0510412,2.68944,100,
112,112,112,0.315011,0.331929,64.4016,100,
112,0,0,0.684657,0.314696,16.3435,100,
0,112,0,0.246679,0.716221,48.2467,100,
0,0,112,0.135048,0.0511199,4.20594,100,
135,135,135,0.313906,0.331686,97.0703,100,
135,0,0,0.684614,0.314753,24.4841,100,
0,135,0,0.246412,0.716447,72.3387,100,
0,0,135,0.135184,0.0510085,6.33647,100,
163,163,163,0.313012,0.331142,142.579,100,
163,0,0,0.684644,0.314732,35.8311,100,
0,163,0,0.246051,0.716689,106.31,100,
0,0,163,0.135215,0.0510058,9.36637,100,
190,190,190,0.313197,0.330888,197.407,100,
190,0,0,0.684514,0.314869,49.6728,100,
0,190,0,0.245822,0.716841,146.485,100,
0,0,190,0.135208,0.0510156,12.9517,100,
210,210,210,0.313626,0.33098,245.456,100,
210,0,0,0.684505,0.314888,61.6542,100,
0,210,0,0.245649,0.716758,181.836,100,
0,0,210,0.135358,0.0509323,16.0828,100,
222,222,222,0.313301,0.331166,277.985,100,
222,0,0,0.684461,0.314935,69.6343,100,
0,222,0,0.245543,0.716854,205.632,100,
0,0,222,0.135104,0.051075,18.2137,100,
241,241,241,0.313334,0.33141,332.634,100,
241,0,0,0.684409,0.31498,83.4553,100,
0,241,0,0.245677,0.716666,246.613,100,
0,0,241,0.135106,0.0510899,21.8065,100,
255,255,255,0.31324,0.331768,377.046,100,
255,0,0,0.684392,0.314998,94.323,100,
0,255,0,0.245415,0.716824,278.575,100,
0,0,255,0.13523,0.0509795,24.5916,100,
