0,0,0,0.21888,0.224551,0.00332489,100,
41,41,41,0.315477,0.333486,7.54485,100,
41,0,0,0.680727,0.317446,2.01178,100,
0,41,0,0.229758,0.727167,5.65782,100,
0,0,41,0.137975,0.0473121,0.445109,100,
47,47,47,0.315407,0.333623,10.0774,100,
47,0,0,0.681201,0.31748,2.67672,100,
0,47,0,0.22876,0.72812,7.52383,100,
0,0,47,0.137981,0.0472272,0.598599,100,
52,52,52,0.314512,0.333677,12.3916,100,
52,0,0,0.681384,0.317577,3.27379,100,
0,52,0,0.228552,0.728248,9.23918,100,
0,0,52,0.137784,0.0473977,0.735777,100,
54,54,54,0.314749,0.333133,13.2774,100,
54,0,0,0.681257,0.317787,3.51866,100,
0,54,0,0.228932,0.727891,9.92278,100,
0,0,54,0.137797,0.0473299,0.793533,100,
56,56,56,0.314819,0.333368,14.3699,100,
56,0,0,0.681446,0.317685,3.79213,100,
0,56,0,0.228627,0.728267,10.6589,100,
0,0,56,0.137773,0.0473501,0.852751,100,
57,57,57,0.31467,0.333904,14.8696,100,
57,0,0,0.681516,0.317654,3.93431,100,
0,57,0,0.228603,0.728081,11.0559,100,
0,0,57,0.137805,0.0473,0.883339,100,
62,62,62,0.313786,0.333236,17.6934,100,
62,0,0,0.681427,0.317902,4.65547,100,
0,62,0,0.228352,0.728491,13.1745,100,
0,0,62,0.13773,0.0473363,1.05636,100,
66,66,66,0.314079,0.334089,20.2408,100,
66,0,0,0.681347,0.317784,5.31788,100,
0,66,0,0.227988,0.725824,13.869,100,
0,0,66,0.137946,0.0471332,1.19418,100,
67,67,67,0.313962,0.333721,20.7806,100,
67,0,0,0.681325,0.317834,5.46652,100,
0,67,0,0.228212,0.72853,15.4818,100,
0,0,67,0.137752,0.047253,1.23488,100,
70,70,70,0.314064,0.333014,22.8564,100,
70,0,0,0.68141,0.317846,6.02124,100,
0,70,0,0.228182,0.728517,16.9981,100,
0,0,70,0.137821,0.047204,1.36149,100,
72,72,72,0.314108,0.333467,24.394,100,
72,0,0,0.681357,0.317955,6.40031,100,
0,72,0,0.227698,0.72889,18.0655,100,
0,0,72,0.137973,0.0470793,1.44378,100,
84,84,84,0.313604,0.333027,34.2832,100,
84,0,0,0.681067,0.317898,8.99352,100,
0,84,0,0.227753,0.728952,25.4253,100,
0,0,84,0.137847,0.0471337,2.03833,100,
92,92,92,0.313254,0.332531,42.0935,100,
92,0,0,0.681269,0.317719,11.073,100,
0,92,0,0.227582,0.729025,31.2059,100,
0,0,92,0.137835,0.0470953,2.51591,100,
112,112,112,0.313116,0.332745,65.532,100,
112,0,0,0.6811,0.317928,17.2588,100,
0,112,0,0.22713,0.729544,48.3848,100,
0,0,112,0.137865,0.0470299,3.88877,100,
135,135,135,0.312381,0.33272,97.6257,100,
135,0,0,0.6811,0.317949,25.663,100,
0,135,0,0.227084,0.729603,72.1819,100,
0,0,135,0.137799,0.047082,5.85511,100,
163,163,163,0.312095,0.332133,142.594,100,
163,0,0,0.680963,0.318134,37.4712,100,
0,163,0,0.226826,0.729637,105.303,100,
0,0,163,0.137818,0.0470472,8.5573,100,
190,190,190,0.312399,0.331575,196.833,100,
190,0,0,0.680967,0.318143,51.6933,100,
0,190,0,0.226622,0.729684,144.266,100,
0,0,190,0.137797,0.0470884,11.8126,100,
210,210,210,0.312419,0.331289,244.165,100,
210,0,0,0.680856,0.31824,64.4369,100,
0,210,0,0.22642,0.729668,178.337,100,
0,0,210,0.138006,0.046903,14.6715,100,
222,222,222,0.312361,0.330917,275.959,100,
222,0,0,0.68085,0.318246,72.6224,100,
0,222,0,0.226301,0.729762,201.072,100,
0,0,222,0.13803,0.0469052,16.568,100,
241,241,241,0.31205,0.33107,329.238,100,
241,0,0,0.680827,0.318287,86.6846,100,
0,241,0,0.226298,0.729608,240.256,100,
0,0,241,0.137993,0.0469238,19.8244,100,
255,255,255,0.31183,0.33091,371.818,100,
255,0,0,0.680761,0.318316,97.7594,100,
0,255,0,0.226074,0.729774,271.175,100,
0,0,255,0.1378,0.0470609,22.4301,100,
